state,commodity,market,date,forecast_price
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-11,13069.67
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-12,13069.97
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-13,13070.27
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-14,13070.57
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-15,13070.87
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-16,13071.17
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-17,13071.47
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-18,13071.77
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-19,13072.07
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-20,13072.37
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-21,13072.67
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-22,13072.97
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-23,13073.27
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-24,13073.57
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-25,13073.87
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-26,13074.17
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-27,13074.47
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-28,13074.77
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-29,13075.07
Andaman and Nicobar,Moong Dal,Wholesale,2024-09-30,13075.37
Andaman and Nicobar,Moong Dal,Wholesale,2024-10-01,13075.67
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-09,173.8
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-10,173.74
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-11,173.68
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-12,173.62
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-13,173.55
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-14,173.49
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-15,173.43
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-16,173.37
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-17,173.31
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-18,173.25
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-19,173.19
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-20,173.12
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-21,173.06
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-22,173.0
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-23,172.94
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-24,172.88
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-25,172.82
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-26,172.75
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-27,172.69
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-28,172.63
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-29,172.57
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-30,172.51
Andaman and Nicobar,Mustard Oil (Packed),Retail,2024-12-31,172.45
Andaman and Nicobar,Mustard Oil (Packed),Retail,2025-01-01,172.39
Andaman and Nicobar,Mustard Oil (Packed),Retail,2025-01-02,172.32
Andaman and Nicobar,Mustard Oil (Packed),Retail,2025-01-03,172.26
Andaman and Nicobar,Mustard Oil (Packed),Retail,2025-01-04,172.2
Andaman and Nicobar,Mustard Oil (Packed),Retail,2025-01-05,172.14
Andaman and Nicobar,Mustard Oil (Packed),Retail,2025-01-06,172.08
Andaman and Nicobar,Mustard Oil (Packed),Retail,2025-01-07,172.02
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-02,15786.37
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-03,15786.07
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-04,15785.77
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-05,15785.47
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-06,15785.17
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-07,15784.87
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-08,15784.57
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-09,15784.27
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-10,15783.97
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-11,15783.67
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-12,15783.37
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-13,15783.07
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-14,15782.77
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-15,15782.47
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-16,15782.17
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-17,15781.87
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-18,15781.57
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-19,15781.27
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-20,15780.97
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-21,15780.67
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-22,15780.37
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-23,15780.07
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-24,15779.77
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-25,15779.47
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-26,15779.17
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-27,15778.87
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-28,15778.57
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-29,15778.27
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-09-30,15777.97
Andaman and Nicobar,Mustard Oil (Packed),Wholesale,2024-10-01,15777.67
Andaman and Nicobar,Onion,Retail,2024-12-09,55.67
Andaman and Nicobar,Onion,Retail,2024-12-10,55.74
Andaman and Nicobar,Onion,Retail,2024-12-11,55.8
Andaman and Nicobar,Onion,Retail,2024-12-12,55.86
Andaman and Nicobar,Onion,Retail,2024-12-13,55.93
Andaman and Nicobar,Onion,Retail,2024-12-14,55.99
Andaman and Nicobar,Onion,Retail,2024-12-15,56.05
Andaman and Nicobar,Onion,Retail,2024-12-16,56.12
Andaman and Nicobar,Onion,Retail,2024-12-17,56.18
Andaman and Nicobar,Onion,Retail,2024-12-18,56.24
Andaman and Nicobar,Onion,Retail,2024-12-19,56.31
Andaman and Nicobar,Onion,Retail,2024-12-20,56.37
Andaman and Nicobar,Onion,Retail,2024-12-21,56.44
Andaman and Nicobar,Onion,Retail,2024-12-22,56.5
Andaman and Nicobar,Onion,Retail,2024-12-23,56.56
Andaman and Nicobar,Onion,Retail,2024-12-24,56.63
Andaman and Nicobar,Onion,Retail,2024-12-25,56.69
Andaman and Nicobar,Onion,Retail,2024-12-26,56.75
Andaman and Nicobar,Onion,Retail,2024-12-27,56.82
Andaman and Nicobar,Onion,Retail,2024-12-28,56.88
Andaman and Nicobar,Onion,Retail,2024-12-29,56.94
Andaman and Nicobar,Onion,Retail,2024-12-30,57.01
Andaman and Nicobar,Onion,Retail,2024-12-31,57.07
Andaman and Nicobar,Onion,Retail,2025-01-01,57.13
Andaman and Nicobar,Onion,Retail,2025-01-02,57.2
Andaman and Nicobar,Onion,Retail,2025-01-03,57.26
Andaman and Nicobar,Onion,Retail,2025-01-04,57.32
Andaman and Nicobar,Onion,Retail,2025-01-05,57.39
Andaman and Nicobar,Onion,Retail,2025-01-06,57.45
Andaman and Nicobar,Onion,Retail,2025-01-07,57.51
Andaman and Nicobar,Onion,Wholesale,2024-09-02,6166.97
Andaman and Nicobar,Onion,Wholesale,2024-09-03,6167.27
Andaman and Nicobar,Onion,Wholesale,2024-09-04,6167.57
Andaman and Nicobar,Onion,Wholesale,2024-09-05,6167.87
Andaman and Nicobar,Onion,Wholesale,2024-09-06,6168.17
Andaman and Nicobar,Onion,Wholesale,2024-09-07,6168.47
Andaman and Nicobar,Onion,Wholesale,2024-09-08,6168.77
Andaman and Nicobar,Onion,Wholesale,2024-09-09,6169.07
Andaman and Nicobar,Onion,Wholesale,2024-09-10,6169.37
Andaman and Nicobar,Onion,Wholesale,2024-09-11,6169.67
Andaman and Nicobar,Onion,Wholesale,2024-09-12,6169.97
Andaman and Nicobar,Onion,Wholesale,2024-09-13,6170.27
Andaman and Nicobar,Onion,Wholesale,2024-09-14,6170.57
Andaman and Nicobar,Onion,Wholesale,2024-09-15,6170.87
Andaman and Nicobar,Onion,Wholesale,2024-09-16,6171.17
Andaman and Nicobar,Onion,Wholesale,2024-09-17,6171.47
Andaman and Nicobar,Onion,Wholesale,2024-09-18,6171.77
Andaman and Nicobar,Onion,Wholesale,2024-09-19,6172.07
Andaman and Nicobar,Onion,Wholesale,2024-09-20,6172.37
Andaman and Nicobar,Onion,Wholesale,2024-09-21,6172.67
Andaman and Nicobar,Onion,Wholesale,2024-09-22,6172.97
Andaman and Nicobar,Onion,Wholesale,2024-09-23,6173.27
Andaman and Nicobar,Onion,Wholesale,2024-09-24,6173.57
Andaman and Nicobar,Onion,Wholesale,2024-09-25,6173.87
Andaman and Nicobar,Onion,Wholesale,2024-09-26,6174.17
Andaman and Nicobar,Onion,Wholesale,2024-09-27,6174.47
Andaman and Nicobar,Onion,Wholesale,2024-09-28,6174.77
Andaman and Nicobar,Onion,Wholesale,2024-09-29,6175.07
Andaman and Nicobar,Onion,Wholesale,2024-09-30,6175.37
Andaman and Nicobar,Onion,Wholesale,2024-10-01,6175.67
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-09,116.32
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-10,116.23
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-11,116.14
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-12,116.05
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-13,115.96
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-14,115.87
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-15,115.77
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-16,115.68
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-17,115.59
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-18,115.5
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-19,115.41
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-20,115.31
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-21,115.22
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-22,115.13
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-23,115.04
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-24,114.95
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-25,114.85
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-26,114.76
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-27,114.67
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-28,114.58
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-29,114.49
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-30,114.39
Andaman and Nicobar,Palm Oil (Packed),Retail,2024-12-31,114.3
Andaman and Nicobar,Palm Oil (Packed),Retail,2025-01-01,114.21
Andaman and Nicobar,Palm Oil (Packed),Retail,2025-01-02,114.12
Andaman and Nicobar,Palm Oil (Packed),Retail,2025-01-03,114.03
Andaman and Nicobar,Palm Oil (Packed),Retail,2025-01-04,113.94
Andaman and Nicobar,Palm Oil (Packed),Retail,2025-01-05,113.84
Andaman and Nicobar,Palm Oil (Packed),Retail,2025-01-06,113.75
Andaman and Nicobar,Palm Oil (Packed),Retail,2025-01-07,113.66
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-02,10446.37
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-03,10446.07
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-04,10445.77
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-05,10445.47
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-06,10445.17
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-07,10444.87
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-08,10444.57
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-09,10444.27
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-10,10443.97
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-11,10443.67
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-12,10443.37
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-13,10443.07
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-14,10442.77
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-15,10442.47
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-16,10442.17
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-17,10441.87
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-18,10441.57
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-19,10441.27
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-20,10440.97
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-21,10440.67
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-22,10440.37
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-23,10440.07
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-24,10439.77
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-25,10439.47
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-26,10439.17
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-27,10438.87
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-28,10438.57
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-29,10438.27
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-09-30,10437.97
Andaman and Nicobar,Palm Oil (Packed),Wholesale,2024-10-01,10437.67
Andaman and Nicobar,Potato,Retail,2024-12-09,52.64
Andaman and Nicobar,Potato,Retail,2024-12-10,52.75
Andaman and Nicobar,Potato,Retail,2024-12-11,52.86
Andaman and Nicobar,Potato,Retail,2024-12-12,52.97
Andaman and Nicobar,Potato,Retail,2024-12-13,53.08
Andaman and Nicobar,Potato,Retail,2024-12-14,53.19
Andaman and Nicobar,Potato,Retail,2024-12-15,53.3
Andaman and Nicobar,Potato,Retail,2024-12-16,53.41
Andaman and Nicobar,Potato,Retail,2024-12-17,53.52
Andaman and Nicobar,Potato,Retail,2024-12-18,53.63
Andaman and Nicobar,Potato,Retail,2024-12-19,53.74
Andaman and Nicobar,Potato,Retail,2024-12-20,53.85
Andaman and Nicobar,Potato,Retail,2024-12-21,53.96
Andaman and Nicobar,Potato,Retail,2024-12-22,54.07
Andaman and Nicobar,Potato,Retail,2024-12-23,54.18
Andaman and Nicobar,Potato,Retail,2024-12-24,54.29
Andaman and Nicobar,Potato,Retail,2024-12-25,54.4
Andaman and Nicobar,Potato,Retail,2024-12-26,54.51
Andaman and Nicobar,Potato,Retail,2024-12-27,54.62
Andaman and Nicobar,Potato,Retail,2024-12-28,54.73
Andaman and Nicobar,Potato,Retail,2024-12-29,54.84
Andaman and Nicobar,Potato,Retail,2024-12-30,54.95
Andaman and Nicobar,Potato,Retail,2024-12-31,55.06
Andaman and Nicobar,Potato,Retail,2025-01-01,55.17
Andaman and Nicobar,Potato,Retail,2025-01-02,55.28
Andaman and Nicobar,Potato,Retail,2025-01-03,55.4
Andaman and Nicobar,Potato,Retail,2025-01-04,55.51
Andaman and Nicobar,Potato,Retail,2025-01-05,55.62
Andaman and Nicobar,Potato,Retail,2025-01-06,55.73
Andaman and Nicobar,Potato,Retail,2025-01-07,55.84
Andaman and Nicobar,Potato,Wholesale,2024-09-02,5460.3
Andaman and Nicobar,Potato,Wholesale,2024-09-03,5460.6
Andaman and Nicobar,Potato,Wholesale,2024-09-04,5460.9
Andaman and Nicobar,Potato,Wholesale,2024-09-05,5461.2
Andaman and Nicobar,Potato,Wholesale,2024-09-06,5461.5
Andaman and Nicobar,Potato,Wholesale,2024-09-07,5461.8
Andaman and Nicobar,Potato,Wholesale,2024-09-08,5462.1
Andaman and Nicobar,Potato,Wholesale,2024-09-09,5462.4
Andaman and Nicobar,Potato,Wholesale,2024-09-10,5462.7
Andaman and Nicobar,Potato,Wholesale,2024-09-11,5463.0
Andaman and Nicobar,Potato,Wholesale,2024-09-12,5463.3
Andaman and Nicobar,Potato,Wholesale,2024-09-13,5463.6
Andaman and Nicobar,Potato,Wholesale,2024-09-14,5463.9
Andaman and Nicobar,Potato,Wholesale,2024-09-15,5464.2
Andaman and Nicobar,Potato,Wholesale,2024-09-16,5464.5
Andaman and Nicobar,Potato,Wholesale,2024-09-17,5464.8
Andaman and Nicobar,Potato,Wholesale,2024-09-18,5465.1
Andaman and Nicobar,Potato,Wholesale,2024-09-19,5465.4
Andaman and Nicobar,Potato,Wholesale,2024-09-20,5465.7
Andaman and Nicobar,Potato,Wholesale,2024-09-21,5466.0
Andaman and Nicobar,Potato,Wholesale,2024-09-22,5466.3
Andaman and Nicobar,Potato,Wholesale,2024-09-23,5466.6
Andaman and Nicobar,Potato,Wholesale,2024-09-24,5466.9
Andaman and Nicobar,Potato,Wholesale,2024-09-25,5467.2
Andaman and Nicobar,Potato,Wholesale,2024-09-26,5467.5
Andaman and Nicobar,Potato,Wholesale,2024-09-27,5467.8
Andaman and Nicobar,Potato,Wholesale,2024-09-28,5468.1
Andaman and Nicobar,Potato,Wholesale,2024-09-29,5468.4
Andaman and Nicobar,Potato,Wholesale,2024-09-30,5468.7
Andaman and Nicobar,Potato,Wholesale,2024-10-01,5469.0
Andaman and Nicobar,Rice,Retail,2024-12-09,49.64
Andaman and Nicobar,Rice,Retail,2024-12-10,49.64
Andaman and Nicobar,Rice,Retail,2024-12-11,49.64
Andaman and Nicobar,Rice,Retail,2024-12-12,49.64
Andaman and Nicobar,Rice,Retail,2024-12-13,49.64
Andaman and Nicobar,Rice,Retail,2024-12-14,49.64
Andaman and Nicobar,Rice,Retail,2024-12-15,49.64
Andaman and Nicobar,Rice,Retail,2024-12-16,49.64
Andaman and Nicobar,Rice,Retail,2024-12-17,49.64
Andaman and Nicobar,Rice,Retail,2024-12-18,49.64
Andaman and Nicobar,Rice,Retail,2024-12-19,49.64
Andaman and Nicobar,Rice,Retail,2024-12-20,49.64
Andaman and Nicobar,Rice,Retail,2024-12-21,49.64
Andaman and Nicobar,Rice,Retail,2024-12-22,49.64
Andaman and Nicobar,Rice,Retail,2024-12-23,49.64
Andaman and Nicobar,Rice,Retail,2024-12-24,49.64
Andaman and Nicobar,Rice,Retail,2024-12-25,49.64
Andaman and Nicobar,Rice,Retail,2024-12-26,49.64
Andaman and Nicobar,Rice,Retail,2024-12-27,49.64
Andaman and Nicobar,Rice,Retail,2024-12-28,49.64
Andaman and Nicobar,Rice,Retail,2024-12-29,49.64
Andaman and Nicobar,Rice,Retail,2024-12-30,49.64
Andaman and Nicobar,Rice,Retail,2024-12-31,49.64
Andaman and Nicobar,Rice,Retail,2025-01-01,49.64
Andaman and Nicobar,Rice,Retail,2025-01-02,49.64
Andaman and Nicobar,Rice,Retail,2025-01-03,49.64
Andaman and Nicobar,Rice,Retail,2025-01-04,49.64
Andaman and Nicobar,Rice,Retail,2025-01-05,49.64
Andaman and Nicobar,Rice,Retail,2025-01-06,49.64
Andaman and Nicobar,Rice,Retail,2025-01-07,49.64
Andaman and Nicobar,Rice,Wholesale,2024-09-02,4579.7
Andaman and Nicobar,Rice,Wholesale,2024-09-03,4579.4
Andaman and Nicobar,Rice,Wholesale,2024-09-04,4579.1
Andaman and Nicobar,Rice,Wholesale,2024-09-05,4578.8
Andaman and Nicobar,Rice,Wholesale,2024-09-06,4578.5
Andaman and Nicobar,Rice,Wholesale,2024-09-07,4578.2
Andaman and Nicobar,Rice,Wholesale,2024-09-08,4577.9
Andaman and Nicobar,Rice,Wholesale,2024-09-09,4577.6
Andaman and Nicobar,Rice,Wholesale,2024-09-10,4577.3
Andaman and Nicobar,Rice,Wholesale,2024-09-11,4577.0
Andaman and Nicobar,Rice,Wholesale,2024-09-12,4576.7
Andaman and Nicobar,Rice,Wholesale,2024-09-13,4576.4
Andaman and Nicobar,Rice,Wholesale,2024-09-14,4576.1
Andaman and Nicobar,Rice,Wholesale,2024-09-15,4575.8
Andaman and Nicobar,Rice,Wholesale,2024-09-16,4575.5
Andaman and Nicobar,Rice,Wholesale,2024-09-17,4575.2
Andaman and Nicobar,Rice,Wholesale,2024-09-18,4574.9
Andaman and Nicobar,Rice,Wholesale,2024-09-19,4574.6
Andaman and Nicobar,Rice,Wholesale,2024-09-20,4574.3
Andaman and Nicobar,Rice,Wholesale,2024-09-21,4574.0
Andaman and Nicobar,Rice,Wholesale,2024-09-22,4573.7
Andaman and Nicobar,Rice,Wholesale,2024-09-23,4573.4
Andaman and Nicobar,Rice,Wholesale,2024-09-24,4573.1
Andaman and Nicobar,Rice,Wholesale,2024-09-25,4572.8
Andaman and Nicobar,Rice,Wholesale,2024-09-26,4572.5
Andaman and Nicobar,Rice,Wholesale,2024-09-27,4572.2
Andaman and Nicobar,Rice,Wholesale,2024-09-28,4571.9
Andaman and Nicobar,Rice,Wholesale,2024-09-29,4571.6
Andaman and Nicobar,Rice,Wholesale,2024-09-30,4571.3
Andaman and Nicobar,Rice,Wholesale,2024-10-01,4571.0
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-09,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-10,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-11,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-12,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-13,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-14,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-15,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-16,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-17,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-18,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-19,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-20,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-21,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-22,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-23,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-24,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-25,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-26,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-27,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-28,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-29,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-30,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2024-12-31,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2025-01-01,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2025-01-02,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2025-01-03,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2025-01-04,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2025-01-05,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2025-01-06,20.25
Andaman and Nicobar,Salt Pack (Iodised),Retail,2025-01-07,20.25
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-02,1791.7
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-03,1791.4
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-04,1791.1
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-05,1790.8
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-06,1790.5
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-07,1790.2
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-08,1789.9
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-09,1789.6
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-10,1789.3
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-11,1789.0
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-12,1788.7
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-13,1788.4
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-14,1788.1
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-15,1787.8
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-16,1787.5
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-17,1787.2
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-18,1786.9
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-19,1786.6
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-20,1786.3
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-21,1786.0
Andaman and Nicobar,Salt Pack (Iodised),Wholesale,2024-09-22,1785.7
